PkeyId,stkPoolNum,substkPoolNum,poolIdFlag,exchId,stkId,stkIndustryNum,stkType,tradeType,beginDate,endDate
220922000012,2,-1,0,0,010108,-1,,,-1,-1
220928000121,6,-1,0,0,010109,-1,,,-1,-1
220929000082,10,-1,0,0,,-1,A0,,-1,-1
220929000083,4,-1,0,0,010303,-1,,,20220907,20220907
220929000084,4,-1,0,0,010109,-1,,,-1,-1
221010000392,13,-1,0,0,010109,-1,,,-1,-1
221011000121,10,13,1,,,-1,,,0,0
221011000122,10,6,1,,,-1,,,0,0
221012000182,16,-1,0,0,,-1,,,-1,-1
