productNum,stkPoolNum,openDate,optId,institutionID
-1,3,20220922101309,99990,-1
-1,11,20220929120019,99990,FUT
275,17,20221012171412,hg2llx,1043
441,5,20220928110054,99990,016
441,12,20221012172627,99990,0001
605,1,20220922105409,99990,0001
622,9,20220929095219,99990,002
622,12,20221012172423,99990,0001
672,1,20220928153220,99990,0001
677,1,20221013140746,99990,0001
701,12,20221012172653,99990,0001
768,15,20221012171158,99990,-1
769,15,20221012171158,99990,-1
772,12,20221012172812,99990,0001
