optPosId,optPosFlag,productNum,productAcctNum,PortfolioNum,queryPermitFlag,operPermitFlag,checkPermitFlag,approvalPermitFlag,PermitFlag
00000000,0,23,79,92,0,0,1,0,1
00000000,0,24,29,-1,0,0,1,0,1
00000000,0,24,29,31,0,0,1,0,1
00000000,0,24,32,-1,0,0,1,0,1
00000000,0,24,32,34,0,0,1,0,1
00000000,0,24,33,-1,0,0,1,0,1
00000000,0,24,33,35,0,0,1,0,1
00000000,0,25,30,-1,0,0,1,0,1
00000000,0,25,30,32,0,0,1,0,1
00000000,0,26,31,-1,0,0,1,0,1
00000000,0,26,31,33,0,0,1,0,1
00000000,0,26,532,-1,0,0,1,0,1
00000000,0,26,532,569,0,0,1,0,1
00000000,0,27,34,-1,0,0,1,0,1
00000000,0,27,34,36,0,0,1,0,1
00000000,0,28,35,-1,0,0,1,0,1
00000000,0,28,35,37,0,0,1,0,1
00000000,0,29,39,-1,0,0,1,0,1
00000000,0,29,39,41,0,0,1,0,1
00000000,0,29,40,-1,0,0,1,0,1
00000000,0,29,40,42,0,0,1,0,1
00000000,0,29,114,-1,0,0,1,0,1
00000000,0,29,114,131,0,0,1,0,1
00000000,0,30,41,-1,0,0,1,0,1
00000000,0,30,41,43,0,0,1,0,1
00000000,0,31,42,-1,0,0,1,0,1
00000000,0,31,42,44,0,0,1,0,1
00000000,0,31,53,-1,0,0,1,0,1
00000000,0,31,53,56,0,0,1,0,1
00000000,0,32,43,-1,0,0,1,0,1
00000000,0,32,43,45,0,0,1,0,1
00000000,0,33,44,-1,0,0,1,0,1
00000000,0,33,44,46,0,0,1,0,1
00000000,0,33,54,-1,0,0,1,0,1
00000000,0,33,54,57,0,0,1,0,1
00000000,0,34,45,-1,0,0,1,0,1
00000000,0,34,45,47,0,0,1,0,1
00000000,0,35,46,-1,0,0,1,0,1
00000000,0,35,46,48,0,0,1,0,1
00000000,0,36,47,-1,0,0,1,0,1
00000000,0,36,47,49,0,0,1,0,1
00000000,0,37,48,-1,0,0,1,0,1
00000000,0,37,48,50,0,0,1,0,1
00000000,0,38,49,-1,0,0,1,0,1
00000000,0,38,49,51,0,0,1,0,1
00000000,0,39,50,-1,0,0,1,0,1
00000000,0,39,50,52,0,0,1,0,1
00000000,0,40,51,-1,0,0,1,0,1
00000000,0,40,51,53,0,0,1,0,1
00000000,0,41,52,-1,0,0,1,0,1
00000000,0,41,52,54,0,0,1,0,1
00000000,0,41,52,55,0,0,1,0,1
00000000,0,41,52,58,0,0,1,0,1
00000000,0,41,52,64,0,0,1,0,1
00000000,0,41,52,70,0,0,1,0,1
00000000,0,41,52,71,0,0,1,0,1
00000000,0,41,61,-1,0,0,1,0,1
00000000,0,42,55,-1,0,0,1,0,1
00000000,0,42,55,59,0,0,1,0,1
00000000,0,42,56,-1,0,0,1,0,1
00000000,0,42,56,60,0,0,1,0,1
00000000,0,42,56,61,0,0,1,0,1
00000000,0,43,57,-1,0,0,1,0,1
00000000,0,43,57,62,0,0,1,0,1
00000000,0,43,58,-1,0,0,1,0,1
00000000,0,43,58,63,0,0,1,0,1
00000000,0,43,58,65,0,0,1,0,1
00000000,0,44,59,-1,0,0,1,0,1
00000000,0,44,59,67,0,0,1,0,1
00000000,0,45,60,-1,0,0,1,0,1
00000000,0,45,60,68,0,0,1,0,1
00000000,0,46,62,-1,0,0,1,0,1
00000000,0,46,62,72,0,0,1,0,1
00000000,0,47,63,-1,0,0,1,0,1
00000000,0,47,63,73,0,0,1,0,1
00000000,0,47,64,-1,0,0,1,0,1
00000000,0,47,64,74,0,0,1,0,1
00000000,0,47,64,75,0,0,1,0,1
00000000,0,48,65,-1,0,0,1,0,1
00000000,0,48,65,76,0,0,1,0,1
00000000,0,48,66,-1,0,0,1,0,1
00000000,0,48,66,77,0,0,1,0,1
00000000,0,48,66,78,0,0,1,0,1
00000000,0,49,67,-1,0,0,1,0,1
00000000,0,49,67,79,0,0,1,0,1
00000000,0,50,68,-1,0,0,1,0,1
00000000,0,50,68,80,0,0,1,0,1
00000000,0,51,69,-1,0,0,1,0,1
00000000,0,51,69,81,0,0,1,0,1
00000000,0,52,70,-1,0,0,1,0,1
00000000,0,52,70,82,0,0,1,0,1
00000000,0,53,71,-1,0,0,1,0,1
00000000,0,53,71,83,0,0,1,0,1
00000000,0,54,73,-1,0,0,1,0,1
00000000,0,54,73,85,0,0,1,0,1
00000000,0,54,74,-1,0,0,1,0,1
00000000,0,54,74,86,0,0,1,0,1
00000000,0,58,81,-1,0,0,1,0,1
00000000,0,58,81,95,0,0,1,0,1
00000000,0,59,82,-1,0,0,1,0,1
00000000,0,59,82,96,0,0,1,0,1
00000000,0,60,83,-1,0,0,1,0,1
00000000,0,60,83,97,0,0,1,0,1
00000000,0,61,84,-1,0,0,1,0,1
00000000,0,61,84,98,0,0,1,0,1
00000000,0,62,85,-1,0,0,1,0,1
00000000,0,62,85,99,0,0,1,0,1
00000000,0,63,86,-1,0,0,1,0,1
00000000,0,63,86,100,0,0,1,0,1
00000000,0,65,88,-1,0,0,1,0,1
00000000,0,65,88,102,0,0,1,0,1
00000000,0,66,89,-1,0,0,1,0,1
00000000,0,66,89,103,0,0,1,0,1
00000000,0,67,90,-1,0,0,1,0,1
00000000,0,67,90,104,0,0,1,0,1
00000000,0,68,91,-1,0,0,1,0,1
00000000,0,68,91,105,0,0,1,0,1
00000000,0,69,92,-1,0,0,1,0,1
00000000,0,69,92,106,0,0,1,0,1
00000000,0,70,93,-1,0,0,1,0,1
00000000,0,70,93,107,0,0,1,0,1
00000000,0,71,95,-1,0,0,1,0,1
00000000,0,71,95,109,0,0,1,0,1
00000000,0,72,96,-1,0,0,1,0,1
00000000,0,72,96,110,0,0,1,0,1
00000000,0,72,97,-1,0,0,1,0,1
00000000,0,72,97,111,0,0,1,0,1
00000000,0,72,97,112,0,0,1,0,1
00000000,0,73,98,-1,0,0,1,0,1
00000000,0,73,98,113,0,0,1,0,1
00000000,0,73,99,-1,0,0,1,0,1
00000000,0,73,99,114,0,0,1,0,1
00000000,0,73,99,115,0,0,1,0,1
00000000,0,74,100,-1,0,0,1,0,1
00000000,0,74,100,116,0,0,1,0,1
00000000,0,74,101,-1,0,0,1,0,1
00000000,0,74,101,117,0,0,1,0,1
00000000,0,74,101,118,0,0,1,0,1
00000000,0,75,102,-1,0,0,1,0,1
00000000,0,75,102,119,0,0,1,0,1
00000000,0,76,103,-1,0,0,1,0,1
00000000,0,76,103,120,0,0,1,0,1
00000000,0,77,104,-1,0,0,1,0,1
00000000,0,77,104,121,0,0,1,0,1
00000000,0,77,105,-1,0,0,1,0,1
00000000,0,77,105,122,0,0,1,0,1
00000000,0,77,106,-1,0,0,1,0,1
00000000,0,77,106,123,0,0,1,0,1
00000000,0,78,107,-1,0,0,1,0,1
00000000,0,78,107,124,0,0,1,0,1
00000000,0,79,108,-1,0,0,1,0,1
00000000,0,79,108,125,0,0,1,0,1
00000000,0,80,109,-1,0,0,1,0,1
00000000,0,80,109,126,0,0,1,0,1
00000000,0,81,110,-1,0,0,1,0,1
00000000,0,81,110,127,0,0,1,0,1
00000000,0,82,111,-1,0,0,1,0,1
00000000,0,82,111,128,0,0,1,0,1
00000000,0,83,112,-1,0,0,1,0,1
00000000,0,83,112,129,0,0,1,0,1
00000000,0,84,113,-1,0,0,1,0,1
00000000,0,84,113,130,0,0,1,0,1
00000000,0,85,115,-1,0,0,1,0,1
00000000,0,85,115,132,0,0,1,0,1
00000000,0,86,116,-1,0,0,1,0,1
00000000,0,86,116,133,0,0,1,0,1
00000000,0,87,117,-1,0,0,1,0,1
00000000,0,87,117,134,0,0,1,0,1
00000000,0,88,118,-1,0,0,1,0,1
00000000,0,88,118,135,0,0,1,0,1
00000000,0,88,719,-1,0,0,1,0,1
00000000,0,88,719,762,0,0,1,0,1
00000000,0,88,720,-1,0,0,1,0,1
00000000,0,88,720,763,0,0,1,0,1
00000000,0,89,119,-1,0,0,1,0,1
00000000,0,89,119,136,0,0,1,0,1
00000000,0,90,120,-1,0,0,1,0,1
00000000,0,90,120,137,0,0,1,0,1
00000000,0,91,121,-1,0,0,1,0,1
00000000,0,91,121,138,0,0,1,0,1
00000000,0,92,122,-1,0,0,1,0,1
00000000,0,92,122,139,0,0,1,0,1
00000000,0,93,123,-1,0,0,1,0,1
00000000,0,93,123,140,0,0,1,0,1
00000000,0,94,124,-1,0,0,1,0,1
00000000,0,94,124,141,0,0,1,0,1
00000000,0,95,125,-1,0,0,1,0,1
00000000,0,95,125,142,0,0,1,0,1
00000000,0,96,126,-1,0,0,1,0,1
00000000,0,96,126,143,0,0,1,0,1
00000000,0,97,127,-1,0,0,1,0,1
00000000,0,97,127,144,0,0,1,0,1
00000000,0,98,128,-1,0,0,1,0,1
00000000,0,98,128,145,0,0,1,0,1
00000000,0,99,129,-1,0,0,1,0,1
00000000,0,99,129,146,0,0,1,0,1
00000000,0,100,130,-1,0,0,1,0,1
00000000,0,100,130,147,0,0,1,0,1
00000000,0,100,131,-1,0,0,1,0,1
00000000,0,101,132,-1,0,0,1,0,1
00000000,0,101,132,148,0,0,1,0,1
00000000,0,102,133,-1,0,0,1,0,1
00000000,0,102,133,149,0,0,1,0,1
00000000,0,103,134,-1,0,0,1,0,1
00000000,0,103,134,150,0,0,1,0,1
00000000,0,105,135,-1,0,0,1,0,1
00000000,0,105,135,151,0,0,1,0,1
00000000,0,106,136,-1,0,0,1,0,1
00000000,0,106,136,152,0,0,1,0,1
00000000,0,107,137,-1,0,0,1,0,1
00000000,0,107,137,153,0,0,1,0,1
00000000,0,108,138,-1,0,0,1,0,1
00000000,0,108,138,154,0,0,1,0,1
00000000,0,109,140,-1,0,0,1,0,1
00000000,0,109,140,156,0,0,1,0,1
00000000,0,109,645,-1,0,0,1,0,1
00000000,0,109,645,687,0,0,1,0,1
00000000,0,109,646,-1,0,0,1,0,1
00000000,0,109,646,688,0,0,1,0,1
00000000,0,110,141,-1,0,0,1,0,1
00000000,0,110,141,157,0,0,1,0,1
00000000,0,110,153,-1,0,0,1,0,1
00000000,0,110,153,169,0,0,1,0,1
00000000,0,113,144,-1,0,0,1,0,1
00000000,0,113,144,160,0,0,1,0,1
00000000,0,114,145,-1,0,0,1,0,1
00000000,0,114,145,161,0,0,1,0,1
00000000,0,115,146,-1,0,0,1,0,1
00000000,0,115,146,162,0,0,1,0,1
00000000,0,116,147,-1,0,0,1,0,1
00000000,0,116,147,163,0,0,1,0,1
00000000,0,117,148,-1,0,0,1,0,1
00000000,0,117,148,164,0,0,1,0,1
00000000,0,118,149,-1,0,0,1,0,1
00000000,0,118,149,165,0,0,1,0,1
00000000,0,121,152,-1,0,0,1,0,1
00000000,0,121,152,168,0,0,1,0,1
00000000,0,124,156,-1,0,0,1,0,1
00000000,0,124,156,172,0,0,1,0,1
00000000,0,125,157,-1,0,0,1,0,1
00000000,0,125,157,173,0,0,1,0,1
00000000,0,126,158,-1,0,0,1,0,1
00000000,0,126,158,174,0,0,1,0,1
00000000,0,127,159,-1,0,0,1,0,1
00000000,0,127,159,175,0,0,1,0,1
00000000,0,128,160,-1,0,0,1,0,1
00000000,0,128,160,176,0,0,1,0,1
00000000,0,129,161,-1,0,0,1,0,1
00000000,0,129,161,177,0,0,1,0,1
00000000,0,130,162,-1,0,0,1,0,1
00000000,0,130,162,178,0,0,1,0,1
00000000,0,131,163,-1,0,0,1,0,1
00000000,0,131,163,179,0,0,1,0,1
00000000,0,132,164,-1,0,0,1,0,1
00000000,0,132,164,180,0,0,1,0,1
00000000,0,132,169,-1,0,0,1,0,1
00000000,0,132,169,186,0,0,1,0,1
00000000,0,133,165,-1,0,0,1,0,1
00000000,0,133,165,181,0,0,1,0,1
00000000,0,134,166,-1,0,0,1,0,1
00000000,0,134,166,182,0,0,1,0,1
00000000,0,134,166,183,0,0,1,0,1
00000000,0,135,167,-1,0,0,1,0,1
00000000,0,135,167,184,0,0,1,0,1
00000000,0,136,168,-1,0,0,1,0,1
00000000,0,136,168,185,0,0,1,0,1
00000000,0,136,320,-1,0,0,1,0,1
00000000,0,136,320,356,0,0,1,0,1
00000000,0,137,170,-1,0,0,1,0,1
00000000,0,137,170,187,0,0,1,0,1
00000000,0,138,171,-1,0,0,1,0,1
00000000,0,138,171,188,0,0,1,0,1
00000000,0,139,172,-1,0,0,1,0,1
00000000,0,139,172,189,0,0,1,0,1
00000000,0,140,173,-1,0,0,1,0,1
00000000,0,140,173,190,0,0,1,0,1
00000000,0,140,173,192,0,0,1,0,1
00000000,0,140,174,-1,0,0,1,0,1
00000000,0,140,174,191,0,0,1,0,1
00000000,0,140,279,-1,0,0,1,0,1
00000000,0,140,279,303,0,0,1,0,1
00000000,0,141,175,-1,0,0,1,0,1
00000000,0,141,175,193,0,0,1,0,1
00000000,0,141,176,-1,0,0,1,0,1
00000000,0,141,176,194,0,0,1,0,1
00000000,0,141,360,-1,0,0,1,0,1
00000000,0,141,360,397,0,0,1,0,1
00000000,0,142,177,-1,0,0,1,0,1
00000000,0,142,177,195,0,0,1,0,1
00000000,0,143,178,-1,0,0,1,0,1
00000000,0,143,178,196,0,0,1,0,1
00000000,0,143,179,-1,0,0,1,0,1
00000000,0,143,179,197,0,0,1,0,1
00000000,0,144,180,-1,0,0,1,0,1
00000000,0,144,180,198,0,0,1,0,1
00000000,0,144,189,-1,0,0,1,0,1
00000000,0,144,189,207,0,0,1,0,1
00000000,0,145,181,-1,0,0,1,0,1
00000000,0,145,181,199,0,0,1,0,1
00000000,0,146,182,-1,0,0,1,0,1
00000000,0,146,182,200,0,0,1,0,1
00000000,0,147,183,-1,0,0,1,0,1
00000000,0,147,183,201,0,0,1,0,1
00000000,0,148,184,-1,0,0,1,0,1
00000000,0,148,184,202,0,0,1,0,1
00000000,0,149,185,-1,0,0,1,0,1
00000000,0,149,185,203,0,0,1,0,1
00000000,0,150,186,-1,0,0,1,0,1
00000000,0,150,186,204,0,0,1,0,1
00000000,0,151,187,-1,0,0,1,0,1
00000000,0,151,187,205,0,0,1,0,1
00000000,0,152,188,-1,0,0,1,0,1
00000000,0,152,188,206,0,0,1,0,1
00000000,0,153,190,-1,0,0,1,0,1
00000000,0,153,190,208,0,0,1,0,1
00000000,0,154,191,-1,0,0,1,0,1
00000000,0,154,191,209,0,0,1,0,1
00000000,0,155,192,-1,0,0,1,0,1
00000000,0,155,192,210,0,0,1,0,1
00000000,0,156,193,-1,0,0,1,0,1
00000000,0,156,193,211,0,0,1,0,1
00000000,0,156,193,212,0,0,1,0,1
00000000,0,157,194,-1,0,0,1,0,1
00000000,0,157,194,213,0,0,1,0,1
00000000,0,158,195,-1,0,0,1,0,1
00000000,0,158,195,214,0,0,1,0,1
00000000,0,159,196,-1,0,0,1,0,1
00000000,0,159,196,215,0,0,1,0,1
00000000,0,160,197,-1,0,0,1,0,1
00000000,0,160,197,216,0,0,1,0,1
00000000,0,161,199,-1,0,0,1,0,1
00000000,0,161,199,218,0,0,1,0,1
00000000,0,162,200,-1,0,0,1,0,1
00000000,0,162,200,219,0,0,1,0,1
00000000,0,163,201,-1,0,0,1,0,1
00000000,0,163,201,220,0,0,1,0,1
00000000,0,164,202,-1,0,0,1,0,1
00000000,0,164,202,221,0,0,1,0,1
00000000,0,165,203,-1,0,0,1,0,1
00000000,0,165,203,222,0,0,1,0,1
00000000,0,166,204,-1,0,0,1,0,1
00000000,0,166,204,223,0,0,1,0,1
00000000,0,167,205,-1,0,0,1,0,1
00000000,0,167,205,224,0,0,1,0,1
00000000,0,168,206,-1,0,0,1,0,1
00000000,0,168,206,225,0,0,1,0,1
00000000,0,169,207,-1,0,0,1,0,1
00000000,0,169,207,226,0,0,1,0,1
00000000,0,170,208,-1,0,0,1,0,1
00000000,0,170,208,227,0,0,1,0,1
00000000,0,171,209,-1,0,0,1,0,1
00000000,0,171,209,228,0,0,1,0,1
00000000,0,172,210,-1,0,0,1,0,1
00000000,0,172,210,229,0,0,1,0,1
00000000,0,173,211,-1,0,0,1,0,1
00000000,0,173,211,230,0,0,1,0,1
00000000,0,174,212,-1,0,0,1,0,1
00000000,0,174,212,231,0,0,1,0,1
00000000,0,175,213,-1,0,0,1,0,1
00000000,0,175,213,232,0,0,1,0,1
00000000,0,175,214,-1,0,0,1,0,1
00000000,0,175,214,233,0,0,1,0,1
00000000,0,176,215,-1,0,0,1,0,1
00000000,0,176,215,234,0,0,1,0,1
00000000,0,177,216,-1,0,0,1,0,1
00000000,0,177,216,235,0,0,1,0,1
00000000,0,178,217,-1,0,0,1,0,1
00000000,0,178,217,236,0,0,1,0,1
00000000,0,179,218,-1,0,0,1,0,1
00000000,0,179,218,237,0,0,1,0,1
00000000,0,180,219,-1,0,0,1,0,1
00000000,0,180,219,238,0,0,1,0,1
00000000,0,181,220,-1,0,0,1,0,1
00000000,0,181,220,239,0,0,1,0,1
00000000,0,182,221,-1,0,0,1,0,1
00000000,0,182,221,240,0,0,1,0,1
00000000,0,182,221,243,0,0,1,0,1
00000000,0,183,222,-1,0,0,1,0,1
00000000,0,183,222,241,0,0,1,0,1
00000000,0,184,223,-1,0,0,1,0,1
00000000,0,184,223,242,0,0,1,0,1
00000000,0,185,224,-1,0,0,1,0,1
00000000,0,185,224,244,0,0,1,0,1
00000000,0,185,224,245,0,0,1,0,1
00000000,0,186,225,-1,0,0,1,0,1
00000000,0,186,225,246,0,0,1,0,1
00000000,0,186,226,-1,0,0,1,0,1
00000000,0,186,226,247,0,0,1,0,1
00000000,0,187,227,-1,0,0,1,0,1
00000000,0,187,227,248,0,0,1,0,1
00000000,0,188,228,-1,0,0,1,0,1
00000000,0,188,228,249,0,0,1,0,1
00000000,0,188,229,-1,0,0,1,0,1
00000000,0,188,229,250,0,0,1,0,1
00000000,0,189,230,-1,0,0,1,0,1
00000000,0,189,230,252,0,0,1,0,1
00000000,0,190,231,-1,0,0,1,0,1
00000000,0,190,231,253,0,0,1,0,1
00000000,0,190,232,-1,0,0,1,0,1
00000000,0,190,232,254,0,0,1,0,1
00000000,0,191,233,-1,0,0,1,0,1
00000000,0,191,233,255,0,0,1,0,1
00000000,0,192,234,-1,0,0,1,0,1
00000000,0,192,234,256,0,0,1,0,1
00000000,0,193,235,-1,0,0,1,0,1
00000000,0,193,235,257,0,0,1,0,1
00000000,0,193,235,259,0,0,1,0,1
00000000,0,193,236,-1,0,0,1,0,1
00000000,0,193,236,258,0,0,1,0,1
00000000,0,194,237,-1,0,0,1,0,1
00000000,0,194,237,260,0,0,1,0,1
00000000,0,194,238,-1,0,0,1,0,1
00000000,0,194,238,261,0,0,1,0,1
00000000,0,195,239,-1,0,0,1,0,1
00000000,0,195,239,262,0,0,1,0,1
00000000,0,196,240,-1,0,0,1,0,1
00000000,0,196,240,263,0,0,1,0,1
00000000,0,196,291,-1,0,0,1,0,1
00000000,0,196,291,324,0,0,1,0,1
00000000,0,196,292,-1,0,0,1,0,1
00000000,0,196,292,325,0,0,1,0,1
00000000,0,196,293,-1,0,0,1,0,1
00000000,0,196,293,326,0,0,1,0,1
00000000,0,196,295,-1,0,0,1,0,1
00000000,0,196,295,328,0,0,1,0,1
00000000,0,197,241,-1,0,0,1,0,1
00000000,0,197,241,264,0,0,1,0,1
00000000,0,198,242,-1,0,0,1,0,1
00000000,0,198,242,265,0,0,1,0,1
00000000,0,199,243,-1,0,0,1,0,1
00000000,0,199,243,266,0,0,1,0,1
00000000,0,199,244,-1,0,0,1,0,1
00000000,0,199,244,267,0,0,1,0,1
00000000,0,200,245,-1,0,0,1,0,1
00000000,0,200,245,268,0,0,1,0,1
00000000,0,201,246,-1,0,0,1,0,1
00000000,0,201,246,269,0,0,1,0,1
00000000,0,202,247,-1,0,0,1,0,1
00000000,0,202,247,270,0,0,1,0,1
00000000,0,203,248,-1,0,0,1,0,1
00000000,0,203,248,271,0,0,1,0,1
00000000,0,204,249,-1,0,0,1,0,1
00000000,0,204,249,272,0,0,1,0,1
00000000,0,205,250,-1,0,0,1,0,1
00000000,0,205,250,273,0,0,1,0,1
00000000,0,206,251,-1,0,0,1,0,1
00000000,0,206,251,274,0,0,1,0,1
00000000,0,207,252,-1,0,0,1,0,1
00000000,0,207,252,275,0,0,1,0,1
00000000,0,208,253,-1,0,0,1,0,1
00000000,0,208,253,276,0,0,1,0,1
00000000,0,209,254,-1,0,0,1,0,1
00000000,0,209,254,277,0,0,1,0,1
00000000,0,210,255,-1,0,0,1,0,1
00000000,0,210,255,278,0,0,1,0,1
00000000,0,211,256,-1,0,0,1,0,1
00000000,0,211,256,279,0,0,1,0,1
00000000,0,212,257,-1,0,0,1,0,1
00000000,0,212,257,280,0,0,1,0,1
00000000,0,213,258,-1,0,0,1,0,1
00000000,0,213,258,281,0,0,1,0,1
00000000,0,214,259,-1,0,0,1,0,1
00000000,0,214,259,282,0,0,1,0,1
00000000,0,215,260,-1,0,0,1,0,1
00000000,0,215,260,283,0,0,1,0,1
00000000,0,216,261,-1,0,0,1,0,1
00000000,0,216,261,284,0,0,1,0,1
00000000,0,217,262,-1,0,0,1,0,1
00000000,0,217,262,285,0,0,1,0,1
00000000,0,218,263,-1,0,0,1,0,1
00000000,0,218,263,286,0,0,1,0,1
00000000,0,219,264,-1,0,0,1,0,1
00000000,0,219,264,287,0,0,1,0,1
00000000,0,220,265,-1,0,0,1,0,1
00000000,0,220,265,288,0,0,1,0,1
00000000,0,221,266,-1,0,0,1,0,1
00000000,0,221,266,289,0,0,1,0,1
00000000,0,223,268,-1,0,0,1,0,1
00000000,0,223,268,291,0,0,1,0,1
00000000,0,225,270,-1,0,0,1,0,1
00000000,0,225,270,293,0,0,1,0,1
00000000,0,226,271,-1,0,0,1,0,1
00000000,0,226,271,294,0,0,1,0,1
00000000,0,227,272,-1,0,0,1,0,1
00000000,0,227,272,295,0,0,1,0,1
00000000,0,228,273,-1,0,0,1,0,1
00000000,0,228,273,296,0,0,1,0,1
00000000,0,229,274,-1,0,0,1,0,1
00000000,0,229,274,297,0,0,1,0,1
00000000,0,230,275,-1,0,0,1,0,1
00000000,0,230,275,298,0,0,1,0,1
00000000,0,230,275,300,0,0,1,0,1
00000000,0,230,276,-1,0,0,1,0,1
00000000,0,231,277,-1,0,0,1,0,1
00000000,0,231,277,301,0,0,1,0,1
00000000,0,231,277,305,0,0,1,0,1
00000000,0,231,306,-1,0,0,1,0,1
00000000,0,231,306,340,0,0,1,0,1
00000000,0,231,308,-1,0,0,1,0,1
00000000,0,231,308,342,0,0,1,0,1
00000000,0,231,309,-1,0,0,1,0,1
00000000,0,231,309,343,0,0,1,0,1
00000000,0,231,309,712,0,0,1,0,1
00000000,0,231,311,-1,0,0,1,0,1
00000000,0,231,311,345,0,0,1,0,1
00000000,0,232,278,-1,0,0,1,0,1
00000000,0,232,278,302,0,0,1,0,1
00000000,0,233,280,-1,0,0,1,0,1
00000000,0,233,280,304,0,0,1,0,1
00000000,0,234,281,-1,0,0,1,0,1
00000000,0,234,281,306,0,0,1,0,1
00000000,0,234,287,-1,0,0,1,0,1
00000000,0,234,287,319,0,0,1,0,1
