globalConst,interiorId,constDisplayName,memo,sortSerial
RiskLevel,2,2级,风控业务使用,2
RiskLevel,3,3级,风控业务使用,3
RiskLevel,4,4级,风控业务使用,4
RiskLevel,5,5级,风控业务使用,5
RiskMolecularType,1,持仓成本{{Position Cost}},,1
RiskMolecularType,2,持仓市值{{Position Market Value}},,2
RiskMolecularType,3,资产市值,,3
RiskMolecularType,4,交易额度,,4
RiskOper,1,单人员控制,,1
RiskOper,2,多人员联合控制,,2
RiskOper,3,单人员、多人员联合控制,,3
RiskOrderStatus,0,成交,风控业务使用,0
RiskOrderStatus,1,在途,风控业务使用,1
riskParaAsset,ProductAcctNum,资产单元{{Asset Unit}},ProductAcctNum,2
riskParaAsset,ProductNum,产品{{Product}},ProductNum,1
riskParaDict,exchId,市场{{Exchange}},exchId,1
riskParaDict,futureProduct,期货品种,futureProduct,5
riskParaDict,F_hedgeFlag,套保标志{{Hedge Flag}},F_hedgeFlag,6
riskParaDict,F_productId,期货产品{{Futures Product}},F_productId,5
riskParaDict,stkIndustryNum,证券分类{{Securities Classification}},stkIndustryNum,4
riskParaDict,stkType,证券类别{{Securities Type}},stkType,2
riskParaDict,tradeType,交易类别{{Trade Type}},tradeType,3
RiskParaRLS,1,联合风控,,1
riskPositionFlag,1,全部持仓,ALLPosition,1
riskPositionFlag,2,多头持仓{{Long Positions}},BuyPosition,2
riskPositionFlag,3,空头持仓{{Short Positions}},SellPosition,3
RiskPosMerge,1,按市场分别单独计算,,1
RiskPosMerge,2,对所有市场汇总计算,,2
RiskPosMerge,4,按发行人汇总计算,,4
RiskPrice,1,昨收盘{{Previous Closing}},,1
RiskPrice,2,最新价{{Last Price}},,2
RiskPrice,3,涨停价{{Limit Up Price}},,3
RiskPrice,4,跌停价{{Limit Down Price}},,4
RiskPrice,5,结算价{{Settlement Price}},,5
RiskPrice,6,上一笔成交价{{Last Transaction Price}},,6
riskProductCtrl,1,产品{{Product}},ProductNum,1
riskProductCtrl,2,资产单元{{ProductAcct}},ProductAcctNum,2
RiskRunType,1,定时运行,,1
RiskRunType,2,间隔固定时间,,2
RiskRunType,3,单次执行,,3
RiskStatus,0,停用{{Deactive}},stop,0
RiskStatus,1,启用{{Active}},used,1
riskStkGroupCrtl,AssetType,资产类型,AssetType,7
riskStkGroupCrtl,Ftproduct,期货品种,Ftproduct,6
riskStkGroupCrtl,stkPool,股票池,stkPool,3
riskStkGroupCrtl,stkType,证券类别,stkType,1
riskStkGroupCrtl,stockId,证券代码,stockId,5
RiskStkRestrict,1,包含,,1
RiskStkRestrict,2,不包含,,2
RoleType,0,内部角色,,0
RoleType,1,机构角色,,1
RspMsgID,11,现货委托确认{{Spot Order Confirmed}},,0
RspMsgID,12,现货撤单{{Spot Order Cancelled}},,1
RspMsgID,13,现货成交{{Spot Order Filled}},,2
RspMsgID,21,期货期权委托确认{{Futures Option Order Confirmed}},,3
RspMsgID,22,期货期权撤单{{Futures Option Order Cancelled}},,4
RspMsgID,23,期货期权成交{{Futures Option Order Filled}},,5
SaveFetchFlag,0,银行转券商{{Bank to Broker}},,0
SaveFetchFlag,1,券商转银行{{Broker to Bank}},,1
SaveFetchFlag,2,查询银行余额{{Bank Account Balance}},,2
SBLType,1,融券PTH,,1
SBLType,2,过券PTH,,2
SBL_ACTION,0,出借,出借,0
SBL_ACTION,1,召回,召回,1
SBL_ACTION,2,约券,约券,2
SBL_ACTION,3,还券,还券,3
SBL_ACTION,4,展期,展期,4
SBL_ArriveDay,0,T+0,约定模式T+0,0
SBL_ArriveDay,1,T+1,约定模式T+1,0
SBL_ArriveDay,2,预约T+0,约定模式预约T+0,0
SBL_BriefType,B,借券需求,借券需求,1
SBL_BriefType,S,券源供给,券源供给,0
SBL_DInterestRateType,0,普通,约券费率类型-普通,0
SBL_DInterestRateType,1,竞价,约券费率类型-竞价,1
SBL_DInterestRateType,9,询价,约券费率类型-询价,9
SBL_MatchStatus,0,未匹配,券池匹配业务未匹配,0
SBL_MatchStatus,1,匹配完成,券池匹配业务匹配完成,1
SBL_MatchStatus,10,已了结,券池匹配业务已了结,10
SBL_MatchStatus,11,展期中,券池匹配中的持仓展期中,11
SBL_MatchStatus,2,召回中,券池匹配中的持仓召回中,2
SBL_MatchStatus,3,部分召回,券池匹配中的持仓部分召回,3
SBL_MatchStatus,4,全部召回,券池匹配中的持仓全部召回,4
SBL_MatchStatus,5,还券中,券池匹配中的持仓还券中,5
SBL_MatchStatus,6,部分还券,券池匹配中的持仓部分还券,6
SBL_MatchStatus,7,全部还券,券池匹配中的持仓全部还券,7
SBL_MatchStatus,8,已到期,券池匹配中的持仓已到期,8
SBL_MatchStatus,9,部分匹配,券池匹配中的持仓部分匹配,9
SBL_ProcessFlag,0,未处理,此动作未处理,0
SBL_ProcessFlag,1,已处理,此动作已处理,1
SBL_ProcessFlag,2,已拒绝,此动作已拒绝,2
SBL_ProcessFlag,3,已撤销,此动作已经撤销,3
SBL_ProcessFlag,9,已发送,此动作已经发送,9
SBL_repayMode,1,额度优先,还券方式-额度优先,1
SBL_repayMode,2,持仓优先,还券方式-持仓优先,2
SBL_repayMode,3,额度还券,还券方式-额度还券,3
SBL_repayMode,4,持仓还券,还券方式-持仓还券,4
SBL_repayOperation,1,按标的还券,还券操作-按标的还券,1
SBL_repayOperation,2,按合约还券,还券操作-按合约还券,2
SBL_SecuritySource,0,自有,,0
SBL_SecuritySource,3,中信QFII,,3
SBL_SubActionType,0,请求,标识这是一个请求,0
SBL_SubActionType,1,撤销,标识这是一个撤销请求,1
SBL_SubActionType,2,确认,标识这是一个请求的应答,2
SBL_SubActionType,3,修改,修改供给池的报价利率,3
SBL_UndoFlag,0,有效, 动作是否失效  不失效,0
SBL_UndoFlag,1,失效, 动作是否失效  失效,1
securitiesCompany,397380,联储证券,券商号,0
securitiesCompany,720100,申银万国,券商号,0
securitiesCompany,720200,国泰君安,券商号,0
securitiesCompany,720300,国信证券,券商号,0
securitiesCompany,720400,大鹏证券,券商号,0
securitiesCompany,720500,辽宁证券,券商号,0
securitiesCompany,720600,闽发证券,券商号,0
securitiesCompany,720700,长江证券,券商号,0
securitiesCompany,720800,银河证券,券商号,0
securitiesCompany,720900,渤海证券,券商号,0
securitiesCompany,721000,海通证券,券商号,0
securitiesCompany,721100,广发证券,券商号,0
securitiesCompany,721200,兴业证券,券商号,0
securitiesCompany,721300,招商证券,券商号,0
securitiesCompany,721400,天同证券,券商号,0
securitiesCompany,721500,光大证券,券商号,0
securitiesCompany,721600,湘财证券,券商号,0
securitiesCompany,721700,华泰证券,券商号,0
securitiesCompany,721800,中信证券,券商号,0
securitiesCompany,722100,东方证券,券商号,0
SecurityType,CS,现货,,1
SecurityType,FUT,期货,,2
SecurityType,OPT,期权,,3
sendFlag,-1,审批中{{Reviewing}},,0
sendFlag,0,未发送{{Unsend}},,1
sendFlag,1,已经发送,,2
sendFlag,11,审批通过,,11
sendFlag,12,审批不通过,,12
sendFlag,13,审批中撤单,,13
ServiceFeeMaxTypeFlag,0,不封顶,,0
ServiceFeeMaxTypeFlag,1,封顶,,1
settleInterestMode,0,T+0计息{{T+0 Interest Calculation}},,0
settleInterestMode,1,T+1计息{{T+1 Interest Calculation}},,1
SettleInterestType,0,余额法,,0
SettleMode,1,日,,0
SettleMode,2,月,,1
SettleMode,3,季,,2
SettleMode,4,半年,,3
SettleMode,5,年,,4
shSettleWay,0,否,是否非担保（上交所清算交收方式）,0
shSettleWay,1,是,是否非担保（上交所清算交收方式）,1
Source_stkProperty,D^D2,5,大商所^商品期权,9
Source_stkProperty,D^F1,3,大商所^商品期货,2
Source_stkProperty,F^D2,4,中金所^股指期权,8
Source_stkProperty,F^F1,1,中金所^股指期货,1
Source_stkProperty,N^D2,5,能源中心^商品期权,11
Source_stkProperty,N^F1,3,能源中心^商品期货,4
Source_stkProperty,S^D2,5,上期所^商品期权,10
Source_stkProperty,S^F1,3,上期所^商品期货,3
Source_stkProperty,X^D2,2,上海^个股期权,6
Source_stkProperty,Y^D2,2,深圳^个股期权,7
Source_stkProperty,Z^D2,5,郑商所^商品期权,12
Source_stkProperty,Z^F1,3,郑商所^商品期货,5
splitStatus,0,可分拆和合并,,0
splitStatus,1,只可分拆(暂停合并),,1
splitStatus,2,只可合并(暂停分拆),,2
splitStatus,3,不可分拆与合并,,3
Sponsor,0,券商{{Broker}},,0
Sponsor,1,银行{{Bank}},,1
StartUpBoard,CDR_STOCK,CDR股票,1,18
Status,0,正常{{Normal}},,0
Status,1,销户{{Cancelled}},,1
Status,2,冻结{{Frozen}},,2
Status,3,锁定{{Locked}},,3
StatusCode,AuditError,审批中撤单/不通过,审批失败,14
StatusCode,Auditing,审批中{{Approving}},审批中,13
StatusCode,Cancelled,撤单完成,"撤单完成,没有成交",3
StatusCode,Expired,未成交，已过交易时间,全部未成交，并且交易时间已经过了交易时间,5
StatusCode,Fully_Filled,全部成交,全部成交,12
StatusCode,Partially_Cancelled,部撤完成,部分成交，并且撤单完成,7
StatusCode,Partially_Expired,部分成交，已过交易时间,部分成交，交易时间已经过了,8
StatusCode,Partially_Filled,部分成交,部分成交,11
StatusCode,Partially_Pending_Cancel,部成待撤,部分成交 ，等待撤单中,6
StatusCode,Pending_Cancel,已报撤单,已经下撤单委托，等待交易所确认,2
StatusCode,Pending_Dealing,已报委托,新的委托（已经发送给交易所），等待交易所成交,0
StatusCode,Pending_Replace,修改中,修改中,15
StatusCode,Registered,未报,CTS已经接受，但是未发送给交易所,10
StatusCode,Rejected,拒绝,拒绝,9
StatusCode,Replaced,修改完成,修改完成,16
StatusCode_Query,0,所有{{All}},所有委托,0
StatusCode_Query,1,审批中{{Approving}},审批中,1
StatusCode_Query,2,有成交{{Partially Filled}},已成交,2
StatusCode_Query,3,可撤单{{Cancellable}},可撤单,3
StatusDesc,ACCEPTED,接受,接受,2
StatusDesc,CANCELLED,已撤销,已撤销,4
StatusDesc,PENDING,未处理,未处理,1
StatusDesc,REJECTED,拒绝,拒绝,3
StatusDesc,REPLACED,已修改,已修改,5
stkAllotFlag,A,表示除权除息{{Ex-Dividend Ex-Right}},,0
stkAllotFlag,D,表示除息{{Ex-Dividend}},,0
stkAllotFlag,E,表示除权{{Ex-Right}},,0
stkAllotFlag,N,正常交易{{Normal Trading}},,0
StkClass,1,Ａ股,Ａ股,0
StkClass,10,信用风险缓释凭证,信用风险缓释凭证,9
StkClass,11,企债回购,企债回购,10
StkClass,12,待发A股,待发A股,11
StkClass,13,短期融资券,短期融资券,12
StkClass,14,存托凭证,存托凭证,13
StkClass,15,企业债,企业债,14
StkClass,16,股票挂钩票据,股票挂钩票据,15
StkClass,17,交易所买卖基金,交易所买卖基金,16
StkClass,18,金融债,金融债,17
StkClass,19,期货,期货,18
StkClass,2,Ｂ股,Ｂ股,1
StkClass,20,基金,基金,19
StkClass,21,外汇,外汇,20
StkClass,22,国债回购,国债回购,21
StkClass,23,指数,指数,22
StkClass,24,利率,利率,23
StkClass,25,界内证,界内证,24
StkClass,26,基差,基差,25
StkClass,27,可转换债券,可转换债券,26
StkClass,28,集合理财,集合理财,27
StkClass,29,买断式回购,买断式回购,28
StkClass,3,标准化票据,标准化票据,2
StkClass,30,互惠基金,互惠基金,29
StkClass,31,强积金,强积金,30
StkClass,32,现货,现货,31
StkClass,33,期权,期权,32
StkClass,34,普通股,普通股,33
StkClass,35,央行票据,央行票据,34
StkClass,36,优先股,优先股,35
StkClass,37,权利,权利,36
StkClass,38,其他,其他,37
StkClass,39,权证,权证,38
StkClass,4,可转债,可转债,3
StkClass,40,质押式回购,质押式回购,39
StkClass,41,供股权,供股权,40
StkClass,42,指数,指数,41
StkClass,43,合订证券,合订证券,42
StkClass,44,三板股,三板股,43
StkClass,45,非上市交易证券,非上市交易证券,44
StkClass,46,单位信托基金,单位信托基金,45
StkClass,47,认股权证,认股权证,46
StkClass,48,未上市公司,未上市公司,47
StkClass,49,信托产品,信托产品,48
StkClass,5,牛熊证,牛熊证,4
StkClass,50,银行理财产品,银行理财产品,49
StkClass,51,国债,国债,50
StkClass,52,资产支持证券,资产支持证券,51
StkClass,53,置换票据,置换票据,52
StkClass,6,同业存单,同业存单,5
StkClass,7,同业拆借,同业拆借,6
StkClass,8,信用联结票据,信用联结票据,7
StkClass,9,现货商品,现货商品,8
StkInComeRate,1,产品净资产/产品份额-1,,1
StkInComeRate,2,净资产/净投入-1,,2
StkInComeRate,3,净资产/基准值-1,,3
StkInComeRate,4,累计单位净值-1,,4
StkInComeValue,1,持仓市值-持仓成本,,1
StkInComeValue,2,净资产-净投入,,2
StkInComeValue,3,产品净资产-产品份额,,3
stkIndustryType,0,证监会行业分类,证券分类用,0
stkIndustryType,1,申万行业分类,证券分类用,1
stkIndustryType,10,股票板块分类,证券分类用,10
stkIndustryType,2,证监会债券行业分类{{CSRC Industry Class. for Bonds}},债券分类用,2
stkIndustryType,20,债券分类,债券子分类,20
stkIndustryType,24,债券特殊分类{{Bond Special Classification}},债券特殊分类,24
stkIndustryType,25,债券信用评级,债券信用评级,25
stkIndustryType,3,申万债券行业分类{{SW Industry Class. for Bonds}},债券分类用,3
stkIndustryType,30,基金分类,基金子分类,30
stkIndustryType,40,交易所指数{{Exchange Indices}},交易所指数,40
stkIndustryType,50,资产性质,证券分类用,50
stkIndustryType,99,自定义分类,自定义分类,99
stkIssueType,1,市值配售方式,IPO发行方式,1
stkIssueType,2,上网定价方式,IPO发行方式,2
stkIssueType,4,增发定价方式,IPO发行方式,4
stkIssueType,5,增发竞价方式,IPO发行方式,5
stkIssueType,6,LOF/ETF连续认购方式,IPO发行方式,6
StkOrderStatus,M,可恢复熔断,,1
StkOrderStatus,N,不可恢复熔断,,2
StkOrderStatus,T,正常交易状态,,0
stkPoolFlag,0,允许{{Allowed}},,0
stkPoolFlag,1,禁止{{Forbidden}},,1
stkProperty,0,现货{{Spot}},StkId,0
stkProperty,1,股指期货{{Stock Index Futures}},StkId,1
stkProperty,2,个股期权{{Stock Option}},StkId,2
stkProperty,3,商品期货{{Commodity Futures}},StkId,3
stkProperty,4,股指期权{{Stock Index Option}},StkId,4
stkProperty,5,商品期权{{Commodity Option}},StkId,5
StkTradeFlag,1,允许交易证券代码,BasketList,1
StkTradeFlag,2,非本市场，不可交易,BasketList,2
StkTradeFlag,3,跨市场现金替代代码,BasketList,3
StkType,A0,股票,正常股票,0
StkType,A1,债券{{Bond}},债券,1
StkType,A2,投资基金{{Fund}},投资基金,2
StkType,A3,场内开基{{Exchange Open-Ended Fund}},场内开基,3
StkType,A4,ETF基金{{ETF}},ETF基金,4
StkType,A5,权证{{Warrent}},权证,5
StkType,A6,质押式回购{{Pledge Repo}},质押式回购,6
StkType,A8,指数{{Index}},指数,7
StkType,A9,拆借{{Repo}},拆借,8
StkType,C0,创业板{{Growth Enterprise Market Board}},创业板,9
StkType,C1,标准券{{Standard Bond}},标准券,10
StkType,D0,投票{{Vote}},投票,11
StkType,D1,报价回购{{Quote Repo}},报价回购,12
StkType,D2,期权{{Option}},期权,13
StkType,D5,优先股{{Preferred Stock}},优先股,14
StkType,D7,三方回购{{Tri-Party Repo}},第三方回购,15
StkType,E1,沪伦通CDR{{Shanghai London Stock Connect CDR}},沪伦通CDR,19
StkType,E3,科创板{{STAR Market}},科创板,20
StkType,F1,期货{{Futures}},期货,18
StkType,F2,债券远期,债券远期,21
StkType,M0,现金类资产,现金类资产,22
StkType,N0,净值型资管产品,净值型资管产品,25
StkType,N1,利率型资管产品,利率型资管产品,26
StkType,R0,协议式回购{{Pledge Repo negotiated}},协议式回购,23
StkType,U1,国债回购{{Treasury Repo}},国债回购,16
StkType,U2,买断式回购{{Outright Repo}},买断式回购,17
StkType2,ASSET_BOND,资产证券化债{{Asset-Backed Security}},BOND,0
StkType2,BOND_ETF,债券ETF{{Bond ETF}},ETF,11
StkType2,CONV_BOND,可转债{{Convertible Bond}},BOND,1
StkType2,CORP_BOND,公司债{{Corporate Bond}},BOND,2
StkType2,CURRENCY_ETF,货币ETF{{MMF}},ETF,12
StkType2,EXCHANGEABLE_BOND,可交换债{{Exchangable Bond}},BOND,3
StkType2,E_BOND,企业债券{{Corporate Bond}},BOND,4
StkType2,GOLD_ETF,黄金ETF{{Gold ETF}},ETF,13
StkType2,GOV_BOND,地方政府债{{Municipal Bond}},BOND,5
StkType2,INFRAST_LOF,公募REITs基金{{REITs Fund}},Fund,17
StkType2,JUNIOR_BOND,次级债{{Subordinate Bond}},BOND,6
StkType2,NORMAL_ETF,普通ETF {{Ordinary ETF}},ETF,14
StkType2,OTHER_BOND,其他债券{{Other Bond}},BOND,7
StkType2,PRIVATE_BOND,私募债{{Private Placement Bond}},BOND,8
StkType2,SPILT_BOND,分离式可转债{{Separable Convertible Bond}},BOND,9
StkType2,T_BOND,国债{{Treasury}},BOND,10
StkType2,X_A_MARKET_ETF,跨市ETF{{Cross Exchange ETF}},ETF,15
StkType2,X_MARKET_ETF,跨境ETF{{Cross Border ETF}},ETF,16
stkvalueType,1,按收盘价{{By Closing Price}},,0
stkvalueType,2,按公允价{{By Fair Value}},,1
StockSTType,N,非ST,,2
StockSTType,T,ST,,0
StockSTType,U,*ST,,1
strikeStyle,A,美式行权,权证业务,0
strikeStyle,B,百慕大行权,权证业务,0
strikeStyle,E,欧式行权,权证业务,0
subjectlevel,1,1级{{Level 1}},,0
subjectlevel,2,2级{{Level 2}},,1
subjectlevel,3,3级{{Level 3}},,2
subjectlevel,4,4级{{Level 4}},,3
SubSBLType,11,融券,融券PTH,0
SubSBLType,21,自营,过券PTH自营券源产生,1
SubSBLType,22,过券买入,过券PTH过券买入产生,2
SubSystemId,AMS,AMS交易系统{{AMS Trading System}},,0
SubSystemId,AMSEV,AMS估值系统{{AMS Valuation System}},,1
SupportAttribute,C,信用{{Margin}},,2
SupportAttribute,F,期货{{Futures}},,1
SupportAttribute,HK,港股{{HK Stock}},,5
SupportAttribute,O,期权{{Option}},,3
SupportAttribute,S,现货{{Spot}},,0
SyncDataType,0,全部{{All}},同步数据类型-全部,0
SyncDataType,1,持仓{{Positions}},同步数据类型-持仓,1
SyncDataType,2,信用合约{{Margin Contract}},同步数据类型-信用合约,2
SyncDataType,3,资金{{Fund}},同步数据类型-资金,3
syncFlag,0,不同步{{Not Sync}},,0
syncFlag,1,同步{{Sync}},,1
sysfuncFlag,0,查询{{Query}},,0
sysfuncFlag,1,操作{{Operation}},,1
sysfuncFlag,2,复核{{Review}},,2
systemStatus,0,正常运行{{Normal Run}},,0
systemStatus,1,正在归档{{Initialing}},,1
systemStatus,2,正在备份{{Backup}},,2
systemStatus,3,正在恢复{{Restore}},,3
systemStatus,4,异常或还原后待确认{{Exception or After restore for confirmation}},,4
SystemUndoFlag,1,恢复清算前自动备份文件,BackupAndRestoreCost,1
SystemUndoFlag,2,恢复手工备份文件,BackupAndRestoreCost,2
SystemUndoFlag,3,恢复清算后自动备份文件,BackupAndRestoreCost,3
TAType,01,自建,,1
TAType,98,中登,,2
TemplateType,InOptId,内部操作员,,1
TemplateType,Institution,机构,,0
TemplateType,OutOptId,外部操作员,,2
TemplateType,Product,产品,,3
ThirdReckoningType,0,外挂清算模式,,0
ThirdReckoningType,1,外挂同步模式,,1
ThirdReckoningType,3,OTCD同步模式,,3
ThirdReckoningType,4,对接清算中心,,4
ThirdReckoningType,9,镜像外挂同步模式,,9
ThirdSysInterface,APEXCT,顶点系统,,3
ThirdSysInterface,CMS,招商特有,,6
ThirdSysInterface,HSUFT,恒生UFT,,1
ThirdSysInterface,KCXPUNIX,金证UNIX,,8
ThirdSysInterface,KCXPWIN,金证Win,,2
ThirdSysInterface,ROOTNET,根网系统,,4
ThirdSysInterface,SGSPOT,金仕达,,5
TotablId,601,实收资本,,0
TotablId,604,资产类合计,,1
TotablId,605,负债类合计,,2
TotablId,701,资产资产净值,,3
TotablId,702,资产单位净值,,4
totalFlag,0,单个控制,风控业务使用,0
totalFlag,1,联合控制,风控业务使用,1
tradeCheckType,CBUY,融资买入{{Margin Buy}},,6
tradeCheckType,CSELL,融券卖出{{Short Sell}},,7
tradeCheckType,FBC,买入平仓{{Buy Close}},,1
tradeCheckType,FBO,买入开仓{{Buy Open}},,0
tradeCheckType,FSC,卖出平仓{{Sell Close}},,3
tradeCheckType,FSO,卖出开仓{{Sell Open}},,2
tradeCheckType,NSBUY,新股申购{{IPO Subscription}},,8
tradeCheckType,SBUY,现货买入{{Spot Buy}},,4
tradeCheckType,SSELL,现货卖出{{Spot Sell}},,5
tradeClass,0,交易性{{Held for Trading}},,0
tradeClass,1,可供出售{{Available for Sale}},,1
tradeClass,2,持有到期{{Held to Maturity}},,2
tradeFeeFlag,0,按金额{{By Cash Amout}},按金额,0
tradeFeeFlag,1,按数量{{By Quantity}},按数量,1
TradeFlag,0,买卖均允许,,0
TradeFlag,1,仅卖禁止,,1
TradeFlag,2,仅买禁止,,2
TradeFlag,3,买卖均禁止,,3
TradeFlag,4,仅卖允许,,4
TradeFlag,5,仅买允许,,5
TradeOrderFlag,0,投顾委托无需审批,,0
TradeOrderFlag,1,投顾委托需审批,,1
TradeOrderFlag,2,禁止投顾委托,,2
tradeStatus,8,恢复上市首日,,0
tradeStatus,9,股改复牌上市首日,,0
tradeStatus,F,新股上网定价发行,,0
tradeStatus,I,新股上网竞价发行,,0
tradeStatus,N,通常状态,,0
tradeStatus,P,国债挂牌分销,,0
tradeStatus,Y,首日上市,,0
tradeStatus,Z,增发股份上市,,0
TradeType,A0,正常买卖{{Normal Trading}},正常买卖,0
TradeType,A1,新股申购{{IPO Subscription}},新股申购,1
TradeType,A2,新股配号{{IPO Lottery Number Allocation}},新股配号,2
TradeType,A3,新股中签{{IPO Lottery Winning}},新股中签,3
TradeType,A4,申购款{{Subscription}},申购款,4
TradeType,A5,配股权益{{IPO}},配股权益,5
TradeType,A8,增发新股{{SEO}},增发新股,6
TradeType,A9,非交易{{Non-Transactional}},非交易,7
TradeType,B3,转股,转股回售,8
TradeType,B4,回售,转股回售,9
TradeType,B7,申购赎回{{Subscription & Redemption}},申购赎回,10
TradeType,B8,资金划拔{{Fund Transfer}},资金划拔,14
TradeType,B9,大宗交易{{Block Trading}},大宗交易,15
TradeType,C0,基金申赎{{Fund}},基金申赎,11
TradeType,C1,权证行权{{Warrant Exercise}},权证行权,12
TradeType,C3,质押申转{{Pledge}},质押申转,13
TradeType,E3,盘后交易{{After Hour Trading}},盘后交易,16
TradeUnit,0,股(张),股(张),0
TradeUnit,1,手{{Lot}},手,1
Tradingfeelevel,0,一级费用{{First Level Fee}},一级费用,0
Tradingfeelevel,1,二级费用{{Second Level Fee}},二级费用,1
tradingFeeType,0,手续费{{Commission}},手续费,0
tradingFeeType,1,平今手续费,平今手续费,1
tradingFeeType,10,风险基金费{{Risk Fun Fee}},风险基金费,10
tradingFeeType,11,行权手续费{{Option Exercise Commission}},行权手续费,11
tradingFeeType,12,行权清算费{{Option Clearing Fee}},行权清算费,12
tradingFeeType,13,行权过户费{{Option Exercise Transfer Fee}},行权过户费,13
tradingFeeType,2,平昨手续费,平昨手续费,2
tradingFeeType,3,印花税{{Stample Duty}},印花税,3
tradingFeeType,4,过户费{{Transfer Fee}},过户费,4
tradingFeeType,5,清算费{{Clearing Fee}},清算费,5
tradingFeeType,6,交易规费,交易规费,6
tradingFeeType,7,经手费{{Handling Fee}},经手费,7
tradingFeeType,8,证管费{{Securities Mgmt Fee}},证管费,8
tradingFeeType,9,交易所过户费{{Exchange Transfer Fee}},交易所过户费,9
tradingFeeTypeDict,0,commision,手续费,0
tradingFeeTypeDict,1,commision,平今手续费,1
tradingFeeTypeDict,10,ventureFee,风险基金费,10
tradingFeeTypeDict,11,commision,行权手续费,11
tradingFeeTypeDict,12,reckoningFee,行权清算费,12
tradingFeeTypeDict,13,tradetransFee,行权过户费,13
tradingFeeTypeDict,2,commision,平昨手续费,2
tradingFeeTypeDict,3,stampTax,印花税,3
tradingFeeTypeDict,4,tradetransFee,过户费,4
tradingFeeTypeDict,5,reckoningFee,清算费,5
tradingFeeTypeDict,6,transRuleFee,交易规费,6
tradingFeeTypeDict,7,handlingFee,经手费,7
tradingFeeTypeDict,8,stkMngFee,证管费,8
tradingFeeTypeDict,9,exchtransFee,交易所过户费,9
tradingFeeTypelevel,0,1,手续费,0
tradingFeeTypelevel,1,1,平今手续费,1
tradingFeeTypelevel,10,0,风险基金费,10
tradingFeeTypelevel,11,1,行权手续费,11
tradingFeeTypelevel,12,0,行权清算费,12
tradingFeeTypelevel,13,0,行权过户费,13
tradingFeeTypelevel,2,1,平昨手续费,2
tradingFeeTypelevel,3,0,印花税,3
tradingFeeTypelevel,4,1,过户费,4
tradingFeeTypelevel,5,0,清算费,5
tradingFeeTypelevel,6,0,交易规费,6
tradingFeeTypelevel,7,0,经手费,7
tradingFeeTypelevel,8,0,证管费,8
tradingFeeTypelevel,9,0,交易所过户费,9
TransferType,B,集合+连续{{Call & Continous Autcion}},集合+连续,2
TransferType,C,集合竞价转让{{Call Auction Transfer}},集合竞价转让,3
TransferType,M,做市转让{{Market Making Transfer}},做市转让,1
TransferType,T,协议转让{{Agreement Transfer}},协议转让,0
TransStatus,0,发送中{{Sending}},,0
TransStatus,1,请求成功{{Request Succeed}},,1
TransStatus,2,转账成功{{Transfer Succeed}},,2
TransStatus,3,转账失败{{Transfer Failed}},,3
trusteeAcctFlag,0,不托管{{No Custody}},,0
trusteeAcctFlag,1,托管,,1
UpdateFlag,0,增加{{Add}},增加,0
UpdateFlag,1,删除{{Delete}},删除,1
UpdateFlag,2,修改{{Modify}},修改,2
UpdateFlag,5,重置密码,复核操作,5
version,PTP_1.6.0.0,版本号管理,,0
VOTE_OrderQty,1,同意,,1
VOTE_OrderQty,2,反对,,2
VOTE_OrderQty,3,弃权,,3
WeightMethod,110,流通股加权,,0
WeightMethod,113,流通股比例分级靠档加权,,1
WeightMethod,130,总股本加权,,2
WeightMethod,210,债券流通托管量加权,,3
WeightMethod,230,债券发行量加权,,4
WeightMethod,310,几何平均,,5
WeightMethod,410,算术平均,,6
WeightMethod,510,等权重,,7
WeightMethod,999,其他{{Other}},,8
WeightOrderStrategy,0,单元总资产比,,0
WeightOrderStrategy,1,单元可用比,,1
WeightOrderStrategy,2,模版股卖出,模板中的代码持仓全部或按比例卖出,2
WeightOrderStrategy,3,持仓股卖出,账户下所有持仓全部或按比例卖出,3
WeightOrderStrategy,4,单元总资产(仅卖出),按资产权重配比，仅卖出委托多余部分，不买入,4
WeightOrderStrategy,5,固定金额,按固定金额进行买入或卖出,5
WeightOrderStrategy,6,模板股外卖出,模板中的代码之外的持仓全部或按比例卖出,4
WeightOrderStrategy,7,产品净资产比,,7
withdrawOrderFlag,0,正常委托{{Trade}},,0
withdrawOrderFlag,1,撤单{{Cancel}},,1
withdrawOrderFlag,2,已全部成交或撤单成功{{All Filled or Cancelled Successfully}},,2
workgroupType,0,投资小组{{Investment Team}},,0
workgroupType,1,指令审批{{Instruction Review}},,1
workgroupType,2,指令下发{{Instruction Distrubution}},,2
workgroupType,3,指令执行{{Instruction Execution}},,3
