globalConst,interiorId,constDisplayName,memo,sortSerial
FiCompInfoCompType,1110,综合类券商,,1
FiCompInfoCompType,1130,经纪类券商,,2
FiCompInfoCompType,1140,证券分公司,,3
FiCompInfoCompType,1150,证券营业部,,4
FiCompInfoCompType,1190,其他证券公司,,5
FiCompInfoCompType,1199,证券交易所,,6
FiCompInfoCompType,1300,信托投资公司,,7
FiCompInfoCompType,1301,信托担保人,,8
FiCompInfoCompType,1510,证券咨询公司,,9
FiCompInfoCompType,2100,基金管理公司,,10
FiCompInfoCompType,2101,证券投资基金,,11
FiCompInfoCompType,2110,基金分公司,,12
FiCompInfoCompType,3100,证券监管机构,,13
FiCompInfoCompType,3200,保险监管机构,,14
FiCompInfoCompType,3300,银行业监管机构,,15
FiCompInfoCompType,3400,银行保险监管机构,,16
FiCompInfoCompType,4110,保险公司,,17
FiCompInfoCompType,4120,保险分公司,,18
FiCompInfoCompType,4130,保险资产管理公司,,19
FiCompInfoCompType,4500,资产管理公司,,20
FiCompInfoCompType,4700,银行,,21
FiCompInfoCompType,4710,银行分行,,22
FiCompInfoCompType,4800,投资银行,,23
FiCompInfoCompType,5100,财务公司,,24
FiCompInfoCompType,6100,期货交易所,,25
FiCompInfoCompType,6110,期货经纪公司,,26
FiCompInfoCompType,7110,会计师事务所,,27
FiCompInfoCompType,7130,律师事务所,,28
FiCompInfoCompType,7140,评估评级公司,,29
FiCompInfoCompType,8001,指数公司,,30
FiCompInfoCompType,9900,其他,,31
FiCompInfoCompType,9901,合格境外机构投资者,,32
FiCompInfoCompType,9903,社保基金,,33
FiCompInfoCompType,9905,企业年金,,34
FiCompInfoCompType,9907,集合资产管理计划,,35
FiCompInfoCompType,9909,基金资产管理计划,,36
FiCompInfoCompType,9911,信托公司单一证券信托,,37
FiCompInfoCompType,9912,信托公司集合信托计划,,38
FiCompInfoCompType,9913,银行理财产品,,39
FiCompInfoCompType,9914,保险产品,,40
FiCompInfoCompType,9915,保险账户,,41
FiCompInfoCompType,9920,其他分支机构,,42
FiCompInfoCompType,9930,社会团体,,43
FiCompInfoCompType,9951,一般院校,,44
FiCompInfoCompType,9953,高等院校,,45
FiCompInfoCompType,9955,研究院所机构,,46
FiCompInfoCompType,9959,院校企业,,47
FiCompInfoCompType,9961,政府机构,,48
FiCompInfoCompType,9963,事业单位,,49
FiCompInfoCompType,9965,国资机构,,50
FiCompInfoCompType,9967,法院,,51
FiCompInfoCompType,9996,集合公司,,52
FiCompInfoCompType,9997,工会持股会,,53
FiCompInfoCompType,9998,美国上市中国概念公司,,54
FiCompInfoCompType,9999,自然人,,55
FileType,0,资金{{Fund}},,0
FileType,1,持仓{{Positions}},,1
FileType,2,成交{{Filles}},,2
FileType,3,清算流水,,3
FileType,4,估值{{Valuation}},,4
fillStatus,0,全部成交,02100322,0
fillStatus,1,部分成交,02100322,1
fillStatus,2,未成交{{Unfilled}},02100322,2
fillStatus,3,已撤单{{Canceled}},02100322,3
fillStatus,4,部分撤单{{Partially Filled}},02100322,4
fillStatus,5,未报盘{{Unsend}},02100322,5
fillStatus,6,未报盘{{Unsend}},02100322,6
financeOrderFlag,0,买入融资,,1
financeOrderFlag,1,卖出融券,,2
FixOrderMode,DMA,DMA,FixOrderInbox,1
FixOrderMode,DSA,DSA,FixOrderInbox,3
FixOrderMode,WORKEDORDER,WORKEDORDER,FixOrderInbox,2
FI_bookPlace,1,上证,簿记场所,0
FI_bookPlace,2,中债登,簿记场所,1
FI_bookPlace,3,上清所,簿记场所,2
FI_bookPlace,4,深圳,簿记场所,3
FI_bookPlace,5,中证,簿记场所,4
FI_CurrencyId,HKD,港元,币种,2
FI_CurrencyId,RMB,人民币,币种,0
FI_CurrencyId,USD,美元,币种,1
FI_CustodianInstitution,1,上证,,0
FI_CustodianInstitution,2,中债登,,1
FI_CustodianInstitution,3,上清所,,2
FI_CustodianInstitution,4,深交所,,3
FI_DetailClassName,100101,记账式国债,,0
FI_DetailClassName,100102,凭证式国债,,0
FI_DetailClassName,100103,储蓄式国债,,0
FI_DetailClassName,100104,其他国债,,0
FI_DetailClassName,100201,地方政府债,,0
FI_DetailClassName,100301,商业银行金融债,,0
FI_DetailClassName,100302,保险公司金融债,,0
FI_DetailClassName,100303,证券公司金融债,,0
FI_DetailClassName,100304,其他金融机构金融债,,0
FI_DetailClassName,100401,国家开发银行债,,0
FI_DetailClassName,100402,进出口银行债,,0
FI_DetailClassName,100403,农业发展银行债,,0
FI_DetailClassName,100501,普通企业债,,0
FI_DetailClassName,100502,集合企业债,,0
FI_DetailClassName,100503,小微企业债,,0
FI_DetailClassName,100504,小微集合企业债,,0
FI_DetailClassName,100601,公司债,,0
FI_DetailClassName,100701,证券公司次级债,,0
FI_DetailClassName,100702,商业银行次级债,,0
FI_DetailClassName,100703,政策性银行次级债,,0
FI_DetailClassName,100704,期货公司次级债,,0
FI_DetailClassName,100705,保险公司次级金融债,,0
FI_DetailClassName,100706,其他金融机构次级债,,0
FI_DetailClassName,100801,信贷资产证券化(ABS),,0
FI_DetailClassName,100802,住房抵押贷款证券化(MBS),,0
FI_DetailClassName,100803,券商专项资产管理(BBS),,0
FI_DetailClassName,100804,汽车抵押贷款证券化(LBS),,0
FI_DetailClassName,100805,其它资产支持证券,,0
FI_DetailClassName,100901,资产支持票据,,0
FI_DetailClassName,101001,项目收益债券,,0
FI_DetailClassName,101002,项目收益票据,,0
FI_DetailClassName,101101,可交换公司债券,,0
FI_DetailClassName,101201,外国主权政府债,,0
FI_DetailClassName,101202,外国地方债,,0
FI_DetailClassName,101301,可转换公司债,,0
FI_DetailClassName,101302,分离交易可转债,,0
FI_DetailClassName,101401,证券公司短期公司债券,,0
FI_DetailClassName,101501,央行票据,,0
FI_DetailClassName,101601,商业银行同业存单,,0
FI_DetailClassName,101602,政策性银行同业存单,,0
FI_DetailClassName,101701,二级资本工具,,0
FI_DetailClassName,101801,商业银行混合资本债,,0
FI_DetailClassName,101802,保险公司混合资本债,,0
FI_DetailClassName,101901,国际开发机构债,,0
FI_DetailClassName,102001,中国铁道部短期融资券,,0
FI_DetailClassName,102002,证券公司短期融资券,,0
FI_DetailClassName,102003,一般短期融资券,,0
FI_DetailClassName,102101,中国铁道部中期票据,,0
FI_DetailClassName,102102,中期票据,,0
FI_DetailClassName,102201,集合票据,,0
FI_DetailClassName,102202,区域集优票据,,0
FI_DetailClassName,102203,集合债券,,0
FI_DetailClassName,102301,中国铁道部超短期融资,,0
FI_DetailClassName,102302,超短期融资债券,,0
FI_DetailClassName,102401,保险公司资本补充债,,0
FI_DetailClassName,102501,绿色债务融资工具,,0
FI_DetailClassName,102601,信用风险缓释凭证,,0
FI_DetailClassName,102701,非公开定向债务融资工具,,0
FI_DetailClassName,102801,信用联结票据,,0
FI_DetailClassName,102901,无固定期限资本债券,,0
FI_DetailClassName,103001,标准化票据,,0
FI_DetailClassName,103101,中国铁道部一般债券,,0
FI_DetailClassName,103102,汇金债,,0
FI_DetailClassName,103201,中小企业私募债,,0
FI_DetailClassName,103301,大额存单,,0
FI_DetailClassName,109901,其他债券,,0
FI_ExptRating,1,正面,评级展望,0
FI_ExptRating,2,稳定,评级展望,1
FI_ExptRating,3,负面,评级展望,2
FI_ExptRating,4,列入评级观察(可能调高),评级展望,3
FI_ExptRating,5,列入评级观察(可能调低),评级展望,4
FI_ExptRating,6,列入评级观察(走势不明),评级展望,5
FI_ExptRating,7,待决,评级展望,6
FI_ExptRating,9,无,评级展望,7
fi_isRight,1,不含权,,0
fi_isRight,2,含权,,1
FI_LevelCode,A,A,评级,5
FI_LevelCode,A+,A+,评级,4
FI_LevelCode,A-,A-,评级,6
FI_LevelCode,AA,AA,评级,2
FI_LevelCode,AA+,AA+,评级,1
FI_LevelCode,AA-,AA-,评级,3
FI_LevelCode,AAA,AAA,评级,0
FI_LevelCode,B,B,评级,14
FI_LevelCode,B+,B+,评级,13
FI_LevelCode,B-,B-,评级,15
FI_LevelCode,BB,BB,评级,11
FI_LevelCode,BB+,BB+,评级,10
FI_LevelCode,BB-,BB-,评级,12
FI_LevelCode,BBB,BBB,评级,8
FI_LevelCode,BBB+,BBB+,评级,7
FI_LevelCode,BBB-,BBB-,评级,9
FI_LevelCode,C,C,评级,18
FI_LevelCode,CC,CC,评级,17
FI_LevelCode,CCC,CCC,评级,16
FI_raisemode,1,公募债券,债券募集方式,0
FI_raisemode,2,私募债券,债券募集方式,1
FI_RatingMode,1,长期评级,,0
FI_RatingMode,2,短期评级,,1
FI_RatingType,1,外部评级,,0
FI_RatingType,2,内部评级,,1
FI_Recommendation,0,推荐,,0
FI_Recommendation,1,不推荐,,1
FI_RightType,1,持有人回售权,行权类型,0
FI_RightType,17,持有人可转换选择权,行权类型,16
FI_RightType,2,发行人赎回权,行权类型,1
FI_RightType,3,持有人可调换选择权,行权类型,2
FI_RightType,7,发行人调整票面利率选择权,行权类型,6
FI_ValuationType,1,行权估值,,0
FI_ValuationType,2,到期估值,,1
FTBuySellFlag,0,不轧差,,0
FTRiskPrice,2,最新价,,2
FTRiskPrice,5,前结算价,,5
FTriskStkGroupCrtl,Ftproduct,期货品种,Ftproduct,6
FTriskStkGroupCrtl,stkPool,股票池,stkPool,3
FTriskStkGroupCrtl,stockId,期货合约,stockId,5
funcType,0,菜单{{Menu}},,0
funcType,1,窗体{{Window}},,1
funcType,2,分隔线{{Divider}},,2
funcType,3,TAB页签{{TAB}},,3
funcType,4,通用查询{{General Query}},,4
funcType,5,按扭{{Button}},,5
Fund,INFRAST_LOF,公募REITs基金,Stktype2,17
FUND,LOF_FUND,LOF基金,Stktype2,20
FundInvestType,1,股票型,基金投资类型,0
FundInvestType,2,债券型,基金投资类型,1
FundInvestType,3,货币型,基金投资类型,2
FundInvestType,4,指数型,基金投资类型,3
FundInvestType,5,混合型,基金投资类型,4
FundInvestType,6,FOF,基金投资类型,5
FundInvestType,7,保本型,基金投资类型,6
FundInvestType,9,其他型,基金投资类型,7
FundRedemption,0,不处理资金股份,,0
FundRedemption,1,处理资金股份,,1
FundStatus,0,正常交易{{Normal Trading}},,0
FundStatus,1,认购期{{Subscription Period}},,1
FundStatus,2,发行成功,,2
FundStatus,3,发行失败,,3
FundStatus,4,暂停交易{{Trading Suspension}},,4
FundStatus,5,暂停申购{{Subscription Sub}},,5
FundStatus,6,暂停赎回,,6
FundStatus,7,权益登记,,7
FundStatus,8,红利发放,,8
FundStatus,9,基金封闭,,9
FundStatus,A,基金终止,,0
FundWorkType,1,开放式{{Close-Ended}},,1
FundWorkType,2,封闭式{{Open-Ended}},,2
F_hedgeFlag,ARB,套利,套保标志,3
F_hedgeFlag,HEDGE,套保,套保标志,0
F_hedgeFlag,SPEC,投机,套保标志,1
F_MatchCondition_D_A,FAK,立即成交剩余撤销,,7
F_MatchCondition_D_A,FOK,立即全部成交否则撤销,,8
F_MatchCondition_D_A,GFD,当日有效,,6
F_MatchCondition_D_A,SLA,市价止损,,10
F_MatchCondition_D_A,SPA,市价止盈,,9
F_MatchCondition_D_L,FAK,立即成交剩余指令自动撤销{{FAK}},,1
F_MatchCondition_D_L,FOK,立即全部成交否则自动撤销{{FOK}},,2
F_MatchCondition_D_L,GFD,当日有效,,0
F_MatchCondition_D_L,SLS,限价止损,,4
F_MatchCondition_D_L,SPO,限价止盈,,3
F_MatchCondition_F_A,BST,最优一档剩撤{{Best One Then Cancel}},,5
F_MatchCondition_F_A,BTL,最优一档剩转{{Best One Then Limit}},,6
F_MatchCondition_F_A,FLV,最优五档剩撤{{FLV}}{{Best Five Then Cancel}},,3
F_MatchCondition_F_A,FTL,最优五档剩转{{FTL}}{{Best Five Then Limit}},,4
F_MatchCondition_F_L,FAK,立即成交剩余撤销{{FAK}},,1
F_MatchCondition_F_L,FOK,立即全部成交否则自动撤销{{FOK}},,2
F_MatchCondition_F_L,GFD,当日有效{{GFD}},,0
F_MatchCondition_M_A,FAK,立即成交剩余撤销,,7
F_MatchCondition_M_A,FOK,立即全部成交否则撤销,,8
F_MatchCondition_M_A,GFD,当日有效,,6
F_MatchCondition_M_A,SLA,市价止损,,10
F_MatchCondition_M_A,SPA,市价止盈,,9
F_MatchCondition_M_L,FAK,立即成交剩余撤销,,2
F_MatchCondition_M_L,FOK,立即全部成交否则撤销,,3
F_MatchCondition_M_L,GFD,当日有效,,1
F_MatchCondition_M_L,SLS,限价止损,,5
F_MatchCondition_M_L,SPO,限价止盈,,4
F_MatchCondition_N_L,FAK,立即成交剩余指令自动撤销{{FAK}},,1
F_MatchCondition_N_L,FOK,立即全部成交否则自动撤销{{FOK}},,2
F_MatchCondition_N_L,GFD,当日有效{{GFD}},,0
F_MatchCondition_OD_A,FAK,立即成交剩余撤销{{FAK}},,0
F_MatchCondition_OD_A,FOK,立即全部成交否则撤销{{FOK}},,2
F_MatchCondition_OD_A,GFD,当日有效{{GFD}},,1
F_MatchCondition_OD_A,SLA,市价止损{{Stop Market}},,4
F_MatchCondition_OD_A,SPA,市价止盈{{Profit Market}},,3
F_MatchCondition_OD_L,FAK,立即成交剩余撤销{{FAK}},,1
F_MatchCondition_OD_L,FOK,立即全部成交否则撤销{{FOK}},,2
F_MatchCondition_OD_L,GFD,当日有效{{GFD}},,0
F_MatchCondition_OD_L,SLS,限价止损{{Stop Limit}},,4
F_MatchCondition_OD_L,SPO,限价止盈{{Profit Limit}},,3
F_MatchCondition_OM_L,FAK,立即成交剩余撤销,,2
F_MatchCondition_OM_L,FOK,立即全部成交否则撤销,,3
F_MatchCondition_OM_L,GFD,当日有效,,1
F_MatchCondition_OM_L,SLS,限价止损,,5
F_MatchCondition_OM_L,SPO,限价止盈,,4
F_MatchCondition_ON_L,FAK,立即成交剩余指令自动撤销{{FAK}},,1
F_MatchCondition_ON_L,FOK,立即全部成交否则自动撤销{{FOK}},,2
F_MatchCondition_ON_L,GFD,当日有效{{GFD}},,0
F_MatchCondition_OZ_A,FAK,立即成交剩余撤销{{FAK}},,0
F_MatchCondition_OZ_A,FOK,立即全部成交否则撤销{{FOK}},,2
F_MatchCondition_OZ_A,GFD,当日有效{{GFD}},,1
F_MatchCondition_OZ_L,FAK,立即成交剩余撤销{{FAK}},,1
F_MatchCondition_OZ_L,FOK,立即全部成交否则撤销{{FOk}},,2
F_MatchCondition_OZ_L,GFD,当日有效{{GFD}},,0
F_MatchCondition_S_L,FAK,立即成交剩余指令自动撤销{{FAK}},,1
F_MatchCondition_S_L,FOK,立即全部成交否则自动撤销{{FOK}},,2
F_MatchCondition_S_L,GFD,当日有效{{GFD}},,0
F_MatchCondition_X_A,FOK,立即全部成交否则自动撤销{{FOK}},,4
F_MatchCondition_X_A,GFD,当日有效{{GFD}},,3
F_MatchCondition_X_A,IOC,"立即完成,否则撤销{{IOC}}",,5
F_MatchCondition_X_L,FOK,立即全部成交否则自动撤销{{FOK}},,2
F_MatchCondition_X_L,GFD,当日有效{{GFD}},,0
F_MatchCondition_Y_A,A,即时成交{{Immediate Fills}},,0
F_MatchCondition_Y_A,B,最优五档{{Best Five}},,1
F_MatchCondition_Y_A,C,全额成交{{All Fills}},,2
F_MatchCondition_Y_A,D,本方最优价格{{Current Side Best Price}},,3
F_MatchCondition_Y_A,E,对手最优价格{{Opposite Best Price}},,4
F_MatchCondition_Y_L,FOK,立即全部成交否则自动撤销{{FOK}},,2
F_MatchCondition_Y_L,GFD,当日有效{{GFD}},,0
F_MatchCondition_Z_A,IOC,"立即完成,否则撤销{{IOC}}",,3
F_MatchCondition_Z_L,FAK,立即成交剩余指令自动撤销{{FAK}},,1
F_MatchCondition_Z_L,GFD,当日有效{{GFD}},,0
F_MatchCondition_Z_L,SLS,限价止损{{Stop Limit}},,2
F_offSetFlag,CLOSE,平仓{{Close}},,1
F_offSetFlag,CLOSETD,平今{{Close Today}},,3
F_offSetFlag,CLOSEYD,平昨{{Close Yesterday}},,4
F_offSetFlag,FCLOSE,强平{{Forced Liquidation}},,2
F_offSetFlag,OPEN,开仓{{Open}},,0
F_OrderPriceType,ANY,市价{{Market Price}},,1
F_OrderPriceType,LIMIT,限价{{Limit Price}},,0
F_PriceStrategy,AT,自动{{Auto}},,0
F_PriceStrategy,B1,买①{{Bid 1}},,5
F_PriceStrategy,B2,买②{{Bid 2}},,6
F_PriceStrategy,B3,买③{{Bid 3}},,7
F_PriceStrategy,B4,买④{{Bid 4}},,8
F_PriceStrategy,B5,买⑤{{Bid 5}},,9
F_PriceStrategy,GD,固定,固定委托,16
F_PriceStrategy,MP,市价{{Market Price}},,1
F_PriceStrategy,NP,最新价{{Last Price}},,2
F_PriceStrategy,OP,对手,市价委托,15
F_PriceStrategy,S1,卖①{{Ask 1}},,10
F_PriceStrategy,S2,卖②{{Ask 2}},,11
F_PriceStrategy,S3,卖③{{Ask 3}},,12
F_PriceStrategy,S4,卖④{{Ask 4}},,13
F_PriceStrategy,S5,卖⑤{{Ask 5}},,14
F_PriceStrategy,ST,涨停价{{Limit Up Price}},,3
F_PriceStrategy,ZT,跌停价{{Limit Down Price}},,4
F_ProductClass,ARBITRAGE,套利单,,2
F_ProductClass,FUTURE,期货,,0
F_ProductClass,OPTION,期权,,1
F_productId,IC,中证500期货,,4
F_productId,IF,沪深300合约产品,,0
F_productId,IH,上证50期货,,3
F_productId,T,十年期国债期货合约产品,,2
F_productId,TF,国债期货合约产品,,1
F_S_ArbitrageStatus,0,开仓中{{Opening}},开仓中,0
F_S_ArbitrageStatus,1,开仓完成{{Open Finished}},开仓完成,1
F_S_ArbitrageStatus,2,调整中{{Adjusting}},调整中,2
F_S_ArbitrageStatus,3,调整完成{{Adjustment Finshed}},调整完成,3
F_S_ArbitrageStatus,4,平仓中{{Closing}},平仓中,4
F_S_ArbitrageStatus,5,部分平仓,部分平仓,5
F_S_ArbitrageStatus,6,套利完成{{Arbitrage Finished}},套利完成,6
F_S_ArbitrageStatus,7,套利终止{{Arbitrage Stoped}},套利终止,7
F_S_OrderStatus,0,进行中{{Processing}},进行中,1
F_S_OrderStatus,1,完成{{Finished}},完成,2
GlobalParaFirstType,0,系统参数,系统参数,0
GlobalParaFirstType,1,交易参数,交易参数,1
GlobalParaFirstType,2,指令参数,指令参数,2
GlobalParaFirstType,3,清算参数,清算参数,3
GlobalParaFirstType,4,风控参数,风控参数,4
HSUFT_entrust_bs,1,买入,,0
HSUFT_entrust_bs,2,卖出,,1
HSUFT_entrust_prop,0,买卖,,0
HSUFT_entrust_prop,1,配股,,1
HSUFT_entrust_prop,2,转托,,2
HSUFT_entrust_prop,3,申购,,3
HSUFT_entrust_prop,4,回购,,4
HSUFT_entrust_prop,5,配售,,5
HSUFT_entrust_prop,6,指定,,6
HSUFT_entrust_prop,7,转股,,7
HSUFT_entrust_prop,8,回售,,8
HSUFT_entrust_prop,9,股息,,9
HSUFT_entrust_prop,L,基金申赎,,10
HSUFT_entrust_prop,N,ETF申赎,,11
HSUFT_entrust_prop,Q,对手方最优价格,,12
HSUFT_entrust_prop,R,最优五档即时成交剩余转限价,,13
HSUFT_entrust_prop,S,本方最优价格,,14
HSUFT_entrust_prop,T,即时成交剩余撤销,,15
HSUFT_entrust_prop,U,最优五档即时成交剩余撤销,,16
HSUFT_entrust_prop,V,全额成交或撤单,,17
HSUFT_entrust_status,0,未报,,0
HSUFT_entrust_status,1,待报,,1
HSUFT_entrust_status,2,已报,,2
HSUFT_entrust_status,3,已报待撤,,3
HSUFT_entrust_status,4,部成待撤,,4
HSUFT_entrust_status,5,部撤,,5
HSUFT_entrust_status,6,已撤,,6
HSUFT_entrust_status,7,部成,,7
HSUFT_entrust_status,8,已成,,8
HSUFT_entrust_status,9,废单,,9
HSUFT_entrust_type,0,委托,,0
HSUFT_entrust_type,1,查询,,1
HSUFT_entrust_type,2,撤单,,2
HSUFT_entrust_type,3,补单,,3
HSUFT_entrust_type,4,确认,,4
HSUFT_entrust_type,5,大宗,,5
HSUFT_entrust_type,6,信用融资,,6
HSUFT_entrust_type,7,信用融券,,7
HSUFT_entrust_type,8,信用平仓,,8
HSUFT_entrust_type,9,信用交易,,9
HSUFT_exchange_type,1,上海,,0
HSUFT_exchange_type,2,深圳,,1
InstructFlag,0,指令交易{{Trading Instruction}},,0
InstructFlag,1,组合(按执行),,1
InstructFlag,10,期现套利{{Spot-Futures Arbitrage}},,10
InstructFlag,2,组合(按组合),,2
InstructFlag,5,自定义策略,,5
InstructFlag,6,文件交互{{File Interactions}},,6
InstructFlag,8,个股算法下单,,8
InstructFlag,9,篮子算法下单{{Algo Basket Order}},,9
InstructFlowType,0,产品编号{{Product No}},,0
InstructFlowType,1,指令金额{{Instuction Cash Amount}},,1
InstructFlowType,2,指令数量{{Instruction Quantity}},,2
InstructNoOrderFlag,0,不支持回补指令,,0
InstructNoOrderFlag,1,自动回补指令,,1
InstructNoOrderFlag,2,手工回补指令,,2
InstructQtyStrategy,0,产品净资产比,指令数量策略,1
InstructQtyStrategy,1,单元净资产比,指令数量策略,2
InstructQtyStrategy,2,持仓数量比,指令数量策略,3
InstructQtyStrategy,3,固定数量,指令数量策略,4
InstructQtyStrategy,4,固定金额,指令数量策略,5
InstructQtyStrategy,5,单元总资产比,指令数量策略,6
InstructQtyStrategy,6,单元可用比,指令数量策略,7
InstructQtyStrategy,7,权重系数,指令数量策略,8
instructStatus,0,未处理,,0
instructStatus,1,执行,,1
instructStatus,11,交收成功,,11
instructStatus,12,交收失败,,12
instructStatus,2,终止,,2
instructStatus,3,日终,,3
instructStatus,4,暂停,,4
instructStatus,5,完成,,5
InstructType,0,数量指令{{Quantity Instruction}},,0
InstructType,1,金额指令{{Cash Amount Instruction}},,1
IntelligentType,ALGO,ALGO算法,,2
IntelligentType,DMA,立即下单,,0
IntelligentType,DSA,DSA订单,,4
IntelligentType,InterALGO,内部算法,,1
IntelligentType,Manual,ManalOrder订单,,3
interestMode,0,不分段计息,currency,0
interestMode,1,分段计息,currency,1
interestMode,2,每日计息{{Daily Interest Calculation}},currency,2
InterestType,0,活期,,0
InterestType,1,定期,,1
intervalFlag,0,按金额{{By Cash Amount}},按金额,0
intervalFlag,1,按数量{{By Quantity}},按数量,1
InvestStrategy,0,篮子,投资建议,0
InvestStrategy,2,产品总资产,投资建议,1
InvestStrategy,3,产品净资产,投资建议,2
isIrregularCoupon,1,规则,是否为不规则计息,0
isIrregularCoupon,2,不规则,是否为不规则计息,1
issueMode,0,贴现,发行模式,0
issueMode,1,附息,发行模式,1
legalFlag,-1,待回报,,0
legalFlag,0,合法,,1
legalFlag,1,非法,,2
lineDrawMethod,0,主图叠加,主图叠加,0
lineDrawMethod,1,副图{{Side Chart}},副图,1
marginType,0,不收取,组合保证金收取类型,0
marginType,1,单向大边,组合保证金收取类型,1
marginType,2,执行价差,组合保证金收取类型,2
marginType,3,大边加权利金,组合保证金收取类型,3
marginType,4,结算价差,组合保证金收取类型,4
marginType,5,大边乘安全系数,组合保证金收取类型,5
marginType,6,期货保证金加期权权利金,组合保证金收取类型,6
MarketArea,1,盘口一{{Price 1}},,1
MarketArea,2,盘口二{{Price 2}},,2
MarketArea,3,盘口三{{Price 3}},,3
MarketArea,4,盘口四{{Price 4}},,4
MarketArea,5,盘口五{{Price 5}},,5
marketStatus,0,允许交易{{Transaction Allowed}},,0
marketStatus,1,不允许交易,,0
marketValueFlag,0,不计算{{Not Calculate}},,0
marketValueFlag,1,计算{{Calculate}},,1
MatchCondition,D,F_MatchCondition_D,,1
MatchCondition,F,F_MatchCondition_F,,0
MatchCondition,N,F_MatchCondition_N,,6
MatchCondition,OD,F_MatchCondition_OD,大商所商品期权,3
MatchCondition,ON,F_MatchCondition_ON,郑商所商品期权,3
MatchCondition,OZ,F_MatchCondition_OZ,郑商所商品期权,3
MatchCondition,S,F_MatchCondition_S,,3
MatchCondition,X,F_MatchCondition_X,,4
MatchCondition,Y,F_MatchCondition_Y,,5
MatchCondition,Z,F_MatchCondition_Z,,2
MatchingFlag,0,仅三方存在,,0
MatchingFlag,1,双方匹配,,1
MatchingFlag,2,仅IMS对冲端存在,,2
MatchingFlag,3,仅IMS合约端存在,,3
MaxPriceLevels,0,增强竞价限价 ,Openorder,0
MaxPriceLevels,1,集合竞价限价,Openorder,1
MaxPriceLevels,2,零股限价,Openorder,2
MktOrderFlag_D,A,市价,,0
MktOrderFlag_IF,A,市价,,1
MktOrderFlag_SH,A,最优五档剩撤,,0
MktOrderFlag_SH,B,最优五档剩转,,1
MktOrderFlag_SH,D,本方最优价格,,2
MktOrderFlag_SH,E,对手最优价格,,3
MktOrderFlag_SZ,A,即时成交,,0
MktOrderFlag_SZ,B,最优五档,,1
MktOrderFlag_SZ,C,全额成交,,2
MktOrderFlag_SZ,D,本方最优价格,,3
MktOrderFlag_SZ,E,对手最优价格,,4
MktOrderFlag_X,A,市价{{Market}},,0
MktOrderFlag_Y,A,市价{{Market}},,0
MktOrderFlag_Z,A,市价,,0
moduleId,BM,管理系统{{Management System}},,1
moduleId,BT,交易系统{{Trading System}},,2
monitorLevel,0,禁止,风控业务使用,3
monitorLevel,1,预警 ,风控业务使用,1
monitorLevel,2,严重报警,风控业务使用,2
noonWriteOrderFlag,0,不报盘{{Not Send Order}},,0
noonWriteOrderFlag,1,报盘{{Send Order}},,1
NoOrderFlag,N,有委托成交,,0
NoOrderFlag,Y,无委托成交,,1
OCFlag,A,自动{{Auto}},,2
OCFlag,C,平仓{{Close}},,0
OCFlag,F,强平{{Forced Liquidation}},,6
OCFlag,O,开仓{{Open}},,1
OCFlag,R,强减{{Forced Descrease}},,7
OCFlag,T,平今{{Close Today}},,3
OCFlag,X,行权{{Exercise}},,5
OCFlag,Y,平昨{{Close Yesterday}},,4
offerStatus,0,未执行,,0
offerStatus,1,执行,,1
offerStatus,11,交收成功,,11
offerStatus,12,交收失败,,12
offerStatus,13,审批中撤销,,13
offerStatus,2,暂停{{Pasued}},,2
offerStatus,3,完成/终止{{Finished / Stopped}},,3
offerStatus,4,继续完成,,4
offerStatus,5,等待终止,,5
offerStatus,6,挂起,,6
offerStatus,8,审批中{{Reviewing}},,8
offerStatus,9,审批不通过,,9
offerStrategy,0,一次性数量,intelligentorder,0
offerStrategy,1,数量平均,intelligentorder,1
offerStrategy,11,匹配建仓,intelligentorder,11
offerStrategy,2,扫盘策略{{Sweep Strategy}},intelligentorder,2
offerStrategy,3,按指令量比,intelligentorder,3
offerStrategy,4,按执行量比,intelligentorder,4
offerStrategy,5,金额平均,intelligentorder,5
offerStrategy,51,VWAP,intelligentorder,51
offerStrategy,52,IS,intelligentorder,52
offerStrategy,53,PRICEINLINE,intelligentorder,53
offerStrategy,54,VOLINLINE,intelligentorder,54
offerStrategy,55,TWAP,intelligentorder,55
offerStrategy,56,FLOAT,intelligentorder,56
offerStrategy,57,HIDDEN,intelligentorder,57
offerStrategy,58,VWAPPlus,intelligentorder,58
offerStrategy,59,TWAPPlus,intelligentorder,59
offerStrategy,6,一次性金额,intelligentorder,6
offerStrategy,60,DTWAP,intelligentorder,60
offerStrategy,61,AtClose,intelligentorder,61
offerStrategy,62,CUSTOM,intelligentorder,62
offerStrategy,64,DMA+,intelligentorder,64
offerStrategy,7,随机策略,intelligentorder,7
offerStrategy,70,PWPL,intelligentorder,70
offerStrategy,75,TAP,intelligentorder,75
offerStrategy,76,TAPNOW,intelligentorder,76
offerStrategy,77,SWOOP,intelligentorder,77
offerStrategy,93,STRICTTWAP,intelligentorder,93
offerStrategy,99,RESERVER,intelligentorder,99
offerType,0,不推送{{No Msg Push}},,0
offerType,1,支持推送{{Support Msg Push}},,1
openCloseFlag,0,闭市{{Market Close}},,0
openCloseFlag,1,开市{{Market Open}},,1
operationFlag,0,未开始{{Unstart}},,0
operationFlag,1,进行中{{In Process}},,1
operationFlag,2,完成{{Finished}},,2
operationFlag,3,异常{{Exception}},,3
